Interaction,model_1,mode_2,pairing_id,round,agent_id,move,payoff_agent_1,payoff_agent_2,mutual_cooperation,cooperation rate
4.1_vs_mini,4.1,mini,18,1,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,18,1,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,18,2,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,18,2,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,18,3,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,18,3,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,18,4,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,18,4,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,18,5,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,18,5,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,18,6,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,18,6,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,18,7,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,18,7,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,18,8,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,18,8,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,18,9,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,18,9,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,18,10,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,18,10,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,19,1,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,19,1,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,19,2,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,19,2,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,19,3,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,19,3,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,19,4,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,19,4,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,19,5,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,19,5,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,19,6,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,19,6,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,19,7,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,19,7,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,19,8,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,19,8,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,20,1,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,20,1,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,20,2,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,20,2,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,20,3,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,20,3,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,20,4,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,20,4,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,20,5,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,20,5,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,20,6,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,20,6,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,20,7,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,20,7,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,20,8,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,20,8,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,20,9,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,20,9,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,20,10,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,20,10,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,20,11,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,20,11,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,20,12,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,20,12,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,20,13,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,20,13,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,21,1,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,21,1,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,21,2,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,21,2,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,21,3,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,21,3,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,21,4,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,21,4,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,21,5,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,21,5,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,21,6,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,21,6,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,21,7,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,21,7,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,21,8,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,21,8,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,22,1,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,22,1,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,22,2,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,22,2,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,22,3,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,22,3,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,22,4,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,22,4,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,22,5,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,22,5,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,22,6,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,22,6,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,22,7,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,22,7,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,22,8,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,22,8,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,22,9,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,22,9,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,22,10,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,22,10,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,22,11,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,22,11,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,22,12,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,22,12,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,22,13,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,22,13,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,23,1,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,23,1,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,23,2,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,23,2,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,23,3,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,23,3,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,23,4,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,23,4,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,23,5,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,23,5,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,23,6,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,23,6,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,23,7,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,23,7,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,23,8,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,23,8,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,23,9,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,23,9,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,23,10,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,23,10,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,23,11,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,23,11,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,23,12,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,23,12,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,23,13,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,23,13,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,1,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,1,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,2,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,2,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,3,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,3,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,4,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,4,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,5,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,5,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,6,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,6,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,7,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,7,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,8,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,8,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,9,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,9,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,10,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,10,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,11,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,11,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,12,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,12,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,13,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,13,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,14,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,24,14,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,1,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,1,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,2,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,2,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,3,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,3,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,4,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,4,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,5,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,5,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,6,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,6,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,7,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,7,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,8,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,8,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,9,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,9,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,10,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,10,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,11,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,11,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,12,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,12,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,13,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,13,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,14,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,14,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,15,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,25,15,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,26,1,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,26,1,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,26,2,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,26,2,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,26,3,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,26,3,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,26,4,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,26,4,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,26,5,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,26,5,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,26,6,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,26,6,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,26,7,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,26,7,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,26,8,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,26,8,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,26,9,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,26,9,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,26,10,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,26,10,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,26,11,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,26,11,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,26,12,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,26,12,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,27,1,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,27,1,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,27,2,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,27,2,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,27,3,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,27,3,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,27,4,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,27,4,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,27,5,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,27,5,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,27,6,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,27,6,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,27,7,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,27,7,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,27,8,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,27,8,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,27,9,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,27,9,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,28,1,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,28,1,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,28,2,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,28,2,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,28,3,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,28,3,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,28,4,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,28,4,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,28,5,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,28,5,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,28,6,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,28,6,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,28,7,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,28,7,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,28,8,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,28,8,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,28,9,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,28,9,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,28,10,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,28,10,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,28,11,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,28,11,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,28,12,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,28,12,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,28,13,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,28,13,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,29,1,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,29,1,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,29,2,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,29,2,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,29,3,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,29,3,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,29,4,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,29,4,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,29,5,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,29,5,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,29,6,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,29,6,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,29,7,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,29,7,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,29,8,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,29,8,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,29,9,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,29,9,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,29,10,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,29,10,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,29,11,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,29,11,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,29,12,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,29,12,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,30,1,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,30,1,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,30,2,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,30,2,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,30,3,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,30,3,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,30,4,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,30,4,Adaptive_1_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,30,5,Adaptive_0_0,cooperate,3,3,1.0,1.0
4.1_vs_mini,4.1,mini,30,5,Adaptive_1_0,cooperate,3,3,1.0,1.0
